0.000506,-4E-06,-0.007685,0.007444
0.00491,-3.6E-05,-0.006785,0.022147
0.023817,-0.000117,-0.002772,0.067232
0.053101,-0.000194,-0.002097,0.088587
0.090308,-0.000315,-0.007614,0.104965
0.133765,-0.000646,-0.000995,0.117152
0.178337,-0.000766,-0.006807,0.122214
0.223996,-0.001147,-0.008438,0.116876
0.269013,-0.00205,-0.035535,0.122831
0.314438,-0.004731,-0.081604,0.119322
0.359228,-0.008818,-0.105644,0.122087
0.404485,-0.014658,-0.147032,0.115706
0.449101,-0.021917,-0.175541,0.123661
0.493662,-0.030755,-0.218715,0.116429
0.537217,-0.041345,-0.249914,0.122831
0.580389,-0.053205,-0.290718,0.114983
0.622884,-0.066565,-0.318006,0.119435
0.666062,-0.08164,-0.352627,0.118599
0.707921,-0.098086,-0.394015,0.112813
0.749956,-0.11617,-0.42406,0.118599
0.790526,-0.135464,-0.458665,0.115706
0.830211,-0.155806,-0.493965,0.114983
0.870714,-0.17843,-0.524444,0.11426
0.908896,-0.201373,-0.55739,0.120226
0.946628,-0.225893,-0.59612,0.120226
0.983772,-0.251787,-0.622841,0.115706
1.019631,-0.278763,-0.665336,0.125065
1.054218,-0.306633,-0.694122,0.11209
1.088798,-0.336601,-0.733039,0.121342
1.121852,-0.367509,-0.764215,0.119854
1.154354,-0.399612,-0.800874,0.121342
1.185181,-0.432911,-0.848017,0.119109
1.213929,-0.467947,-0.923317,0.12432
1.24012,-0.505093,-0.98825,0.119109
1.263648,-0.543771,-1.058106,0.117152
1.284054,-0.583329,-1.130048,0.11426
1.301824,-0.624252,-1.195977,0.117152
1.316662,-0.666675,-1.26525,0.119854
1.328864,-0.710087,-1.334696,0.118365
1.337691,-0.754824,-1.408703,0.113537
1.343654,-0.799777,-1.478681,0.117152
1.346294,-0.84548,-1.544915,0.118599
1.345857,-0.890673,-1.614712,0.122938
1.342274,-0.935726,-1.686915,0.110644
1.33557,-0.980934,-1.752068,0.123661
1.325834,-1.024809,-1.823991,0.122599
1.313339,-1.068035,-1.887726,0.120045
1.297907,-1.109623,-1.958782,0.119322
1.279786,-1.150391,-2.026798,0.119435
1.258142,-1.190355,-2.09849,0.114983
1.234527,-1.227997,-2.164666,0.121491
1.207561,-1.265052,-2.234129,0.119854
1.179386,-1.299258,-2.277996,0.117875
1.149251,-1.333527,-2.300216,0.116429
1.119377,-1.367487,-2.289132,0.120768
1.088863,-1.402097,-2.294416,0.120768
1.059344,-1.435493,-2.292757,0.117152
1.029571,-1.469408,-2.292779,0.118599
1.00108,-1.502821,-2.255154,0.119435
0.973658,-1.537636,-2.219759,0.12339
0.946691,-1.574511,-2.189274,0.120045
0.921809,-1.611212,-2.144432,0.118599
0.897256,-1.650396,-2.112871,0.119322
0.874528,-1.689469,-2.075819,0.117875
0.853445,-1.729596,-2.038237,0.121491
0.833301,-1.771022,-2.008526,0.113195
0.815293,-1.812174,-1.955463,0.121491
0.798808,-1.854428,-1.928258,0.120045
0.784279,-1.895571,-1.892577,0.121808
0.771148,-1.937924,-1.856722,0.118599
0.759041,-1.980687,-1.829261,0.117152
0.74872,-2.023837,-1.786001,0.120768
0.739814,-2.067922,-1.758068,0.120045
0.732369,-2.112556,-1.71292,0.116429
0.726724,-2.15789,-1.677464,0.123576
0.722674,-2.202505,-1.64173,0.117152
0.721082,-2.247266,-1.569708,0.117152
0.722794,-2.293265,-1.500241,0.117152
0.727589,-2.337718,-1.419538,0.116429
0.735817,-2.381025,-1.346519,0.118644
0.746935,-2.424054,-1.299121,0.120045
0.759521,-2.466229,-1.268603,0.116271
0.772895,-2.509357,-1.270837,0.113537
0.786099,-2.551743,-1.260674,0.121491
0.800181,-2.595124,-1.260978,0.119322
0.813951,-2.638499,-1.263804,0.119322
0.826989,-2.681464,-1.293365,0.119322
0.837971,-2.724837,-1.356517,0.114983
0.846024,-2.769923,-1.43904,0.123576
0.849414,-2.814673,-1.547887,0.119854
0.848597,-2.858691,-1.63746,0.115816
0.843137,-2.903262,-1.741688,0.120226
0.833633,-2.94656,-1.836991,0.12339
0.81927,-2.989347,-1.938057,0.116429
0.801202,-3.030295,-2.038374,0.122214
0.77873,-3.069204,-2.144121,0.120598
0.753026,-3.105004,-2.244834,0.119435
0.722569,-3.139271,-2.342242,0.117875
0.689522,-3.169784,-2.450733,0.125809
0.653228,-3.196787,-2.549101,0.117875
