0.61406,-3.220162,-2.659756,0.122938
0.573954,-3.238682,-2.754774,0.11548
0.53134,-3.253397,-2.862488,0.117875
0.488573,-3.263515,-2.957898,0.117853
0.443705,-3.269252,-3.070525,0.118599
0.407807,-3.269805,3.113251,0.120045
0.362164,-3.266138,3.005426,0.122214
0.318828,-3.257847,2.900515,0.120768
0.275727,-3.244808,2.792421,0.121808
0.233962,-3.227163,2.694356,0.120045
0.1942,-3.205236,2.578963,0.119322
0.157273,-3.179278,2.481472,0.122214
0.1236,-3.149958,2.369958,0.119651
0.092494,-3.117866,2.314226,0.124972
0.062953,-3.08409,2.269318,0.121017
0.034448,-3.050154,2.27056,0.118599
0.005744,-3.015956,2.268764,0.121017
-0.022908,-2.981913,2.276691,0.122087
-0.05208,-2.946593,2.238641,0.115304
-0.079119,-2.910624,2.189936,0.112813
-0.104142,-2.872685,2.118202,0.119322
-0.126506,-2.832915,2.054418,0.115706
-0.14619,-2.792034,1.983694,0.117875
-0.162565,-2.750237,1.907447,0.115706
-0.176092,-2.707668,1.843844,0.122938
-0.186308,-2.664606,1.769827,0.118599
-0.193768,-2.620697,1.705576,0.121491
-0.198929,-2.575967,1.672206,0.115816
-0.203111,-2.532049,1.662005,0.120045
-0.207215,-2.486625,1.658104,0.119322
-0.211298,-2.44224,1.668558,0.118599
-0.215555,-2.397389,1.658416,0.123661
-0.219264,-2.352237,1.636731,0.117875
-0.221358,-2.306753,1.59935,0.124181
-0.22178,-2.262185,1.568021,0.121017
-0.221005,-2.21742,1.53276,0.115706
-0.218406,-2.1729,1.501402,0.121491
-0.2151,-2.128603,1.491978,0.120768
-0.211453,-2.083775,1.484209,0.115706
-0.207828,-2.038564,1.495087,0.118599
-0.204154,-1.993153,1.486402,0.125762
-0.200617,-1.948849,1.494361,0.11762
-0.19707,-1.90358,1.489294,0.120045
-0.193261,-1.858637,1.492679,0.123576
-0.189723,-1.813343,1.489988,0.121491
-0.185972,-1.76804,1.488747,0.115706
-0.182512,-1.723857,1.495677,0.120045
-0.178909,-1.679685,1.483721,0.120226
-0.175313,-1.635157,1.494245,0.113537
-0.172443,-1.590273,1.520253,0.12339
-0.171001,-1.545449,1.563505,0.117875
-0.171519,-1.500704,1.595189,0.122831
-0.17338,-1.455287,1.62777,0.118599
-0.176472,-1.41095,1.648483,0.120045
-0.179836,-1.365109,1.641184,0.128042
-0.183127,-1.320278,1.644891,0.117152
-0.186469,-1.275603,1.64457,0.115049
-0.189634,-1.23061,1.643734,0.117875
-0.193035,-1.186803,1.646118,0.120226
-0.196444,-1.141244,1.647131,0.116429
-0.199876,-1.097109,1.651406,0.118644
-0.201673,-1.074045,1.643685,0.001446
-0.201675,-1.07402,1.643762,0.000723
